song,year,artist,lyrics
fire-power,2007,annihilator,"i am the war machine marching on your soul
command and conquer, i shall take control
there won't be prisoners
survivors of my wrath
infernal devastation.
prepare for the attack
fire power
armed and ready to roll,
the target's now in sight
master precision,
as you crush with all your might
scream in terror, as i breathe down your neck
run, run the masses but your destiny is set
a pure-bred arrogance,
nature takes it's course
onslaught, invasion, un-holy use of force
i pleadge allegiance to rule you all
world domination is my never-ending call"
innocent-eyes,2007,annihilator,"so precious and new, i see the innocent little eyes
i'll always be there, i'll always be there to hear your cries
the way you've changed my life
from the very first day you were born
you give me the answer to what it's all for
i worry for you as i look into the future
all the things that you've shown me, it's almost as if you
were a messenger
the way you've changed my life
from the very first day you were born
you give me the answer to what it's all for
want to hold you, so come, in my arms
want to feel you and keep you from harm
i knew from the start that you could steal my "
demon-dance,2007,annihilator,"i've had it with confession, i've had it with the priest
i'm tired of all the doctor's and i want to be deceased
i can't control the madness and i don't want to face the day
no artificial numbness, the pain is here to stay
can you understand what it is like to be me
climb the highest mountain and then sink in the sea
won't you come and take a look, i give you the chance
wrap your arms around me and we'll do the demon dance
a steady black, it multiplies, attacking sanity
a psychological battering, a relentless enemy
things are getting brighter and the color's turning red
i'm swallowing this nightmare, the demon shall be fed
i can't hold on much longer
there must be another way
give me something stronger
or take my breath away"
battered,2007,annihilator,"help me, i'm shattered again, life is dripping out of me
a pounding like never before, it's time to end the agony
a whipped dog, programmed to obey, i've got to do this right
got to retaliate, find the strength and mount a fight
battered, got to fight back
you are battered, a vicious attack
wing in a fantasy world, it's all but make-believe
stalking, never let me go, hunt me down if i try to leave
insults add to injury, re-live it again and again
the sentence will be bloody and swift, it's time to put this all to an end
got to find the strength inside,
just one more chance, i'm getting tired
i'm not going to take it anymore
no more"
kraft-dinner,2007,annihilator,"
cupboard's bare, i'm so hungry
life ain't fair, give me some money
macaroni maniac, a cheddar cheese heart attack
i love, i love, i love, i love
kraf dinner
boiling water, i can't wait
it's getting hotter, it feels so great
macaroni maniac, a cheddar cheese heart attack
i love, i love, i love, i love
kraf dinner
well that was fun, but now that i'm all done
now sedate, i think i'll buy a crate
macaroni maniac, a cheddar cheese heart attack
i love, i love, i love, i love
kraf dinner
kraf dinner
dinner
kraf dinner
my dinner
i want it now"
it-s-you,2007,annihilator,"i'm all alone
nothing to help me through the night.
i wait by the phone
hoping that everything's alright, alright.
no one can tell you
is it wrong or is it right.
but how am i supposed to know.
there's got to be an answer
to ease my soul
is it you, is it you?
i need your promise
a promise that i never needed anyone before,
never needed anyone before.
so don't try to push me away
'cause i just keep coming back for more,
coming back for more.
no one can tell you
if it's wrong or if it's right.
but how am i supposed to know.
there's got to be an answer
to ease my soul
is it you, is it you?
i want you,i need you
from the bottom of my heart.
just tell me, i just got to know.
can you see me,please believe me
i loved you from the start.
please tell me, i just got to know.
no one can tell you
if it 's wrong or if it's right.
but how am i supposed to know.
there's got to be an answer
to ease my soul.
you're the only one who knows.
the answer to the question is deep inside
it's you,it's you! it's you,it's you!
god only knows it's you!"
perfect-angel-eyes,2013,annihilator,"i gotta tell you what's on my mind
the time that i just spent with you
never felt this good. it's never felt so right
i hope you feel the same way too

but the darkness that you see
in your perfect angel eyes
and all the pain throughout the years
your smile and that pretty face
but i see through your disguise
let me wipe away the tears
you're beautiful inside and outside too
a new beginning, me and you

but the darkness that you see
through your perfect angel eyes
and all the pain throughout the years
your smile and that pretty face
but i see through your disguise
let me wipe away your tears

i hope you can turn to me in your darker days
when you're feeling all alone
i know a love this strong
just cannot be denied
the time has finally come to spread your wings and fly

the darkness that you see
through your perfect angel eyes
and all the pain throughout the years
your smile and that pretty face
but i see through your disguise
the dark you see from those perfect angel eyes
just let me take away the fear
that smile and your pretty face
like a shining star at night
let me wipe away the tears"
phoenix-rising,2006,annihilator,"day by day, watching you disappear
wishing that you were still here beside me
on my own, swimming against the tide
there's nobody on my side but your memory
then you'll rise right before my eyes
on wings that fill the sky
like a pheonix rising
like a pheonix rising
wings on fire, tearing into the night
screaming into the light of another day
carry me out the hurricane
into the smoke and flame and we'll fly away
and we'll rise right before their eyes
on wings that fill the sky
like a pheonix rising
like a pheonix rising
higher, higher, hear the thunder roar from above
fire, fire, fire makes me whole
into the smoke and flame and we'll fly away
and we'll rise right before their eyes
on wings that fill the sky
like a pheonix rising
like a pheonix rising
wings on fire, tearing in to the night
and we'll fly away"
wtyd,2006,annihilator,"catch a shooting star, burn it to a crisp
born into death, will you take the risk
see buckets and buckets, yeah buckets of sin
you'll never end and can never begin
welcome to your death
welcome to your death
welcome to your death
no forest of pleasure or fields of pain
high-rise at night see the pavement of stain
a beckoning hand from those who were slain
now you can sleep again
welcome to your death
welcome to your death
welcome to your death
i take the night and i stretch it wide
and i see all, you hide, i died
so slip right in, sip the wine
the caution flashes but the water's fine
welcome to your death
welcome to your death
welcome to your death"
reduced-to-ash,2006,annihilator,"briefly; an imaginary view of our planet after a thermo-nuclear splattering. we hope not.
the sky is falling, timbers they rush down
all is in rubble, vomiting sounds
screams in the night, yellow and orange
blackened indent, future deformed
the earth it doth shake, molested and torn
all living aborted, none left but unborn
contrived devastation, see all is ruined
bodies, now corpses, bent, broken and strewn
reduced to ash
reduced to ash
self-contained eternity, we've sealed the dawn
by torching the sun with the dragons we have spawned
farewell to all, it's time to leave
chaotic waste, too much to grieve
reduced to ash
reduced to ash
reduced
reduced to ash"
bad-child,2006,annihilator,"my father tried to tell me son just get your feet on the ground
you're in deep way over your head just turn your life around
poor mother, all i ever gave to her was pain - i didn't realise
the last thing i remember was the tears running from her eyes
something happened along the way - i was a bad child
something happened they'd always say - i was a little wild
i was a bad child
playing hookey, drinkin octane, i didn't care anymore - no
always running against the grain, i was rotten to the core
i could live forever - until they threw me out the door
i was sleeping on the floor
something happened along the way - i was a bad child
something happened they'd always say - i was a little wild
i was a bad child
my father tried to tell me son just get your feet on the ground
you're in deep way over your head, i've turned my life around
my mother was the best to me, i guess i never realized
one thing that i'll never forget was the tears running from her
eyes
something happened along the way - i was a bad child
something happened they'd always say - i was a little wild
some along the way now i'm living for a better day
something happened along the way - i was a bad child
running wild"
sounds-good-to-me,2006,annihilator,"say goodbye and close your eyes, let's drift away
like a ship on the ocean, we'll set sail for a better day
come live in a daydream, this is your wonderland
let's swim in the deep sea, so jump in and take my hand
dream away don't wait for the night
'cause any old time at all sounds good to me
hello, you can open your eyes, we're almost there
can you feel all the energy, there's magic everywhere
come live in a daydream, this is your destiny
just let the feeling surround you and it will set you free
we've all got problems, don't let them get to you
amd when your feeling down, there's only one thing to do
dream away don't wait for the night
'cause any old time at all sounds good to me
dream away, everything's alright
i hope it sounds good to you, sounds good to me
sounds good to me
we've all got problems, don't let them get to you
amd when your feeling down, there's only one thing to do"
sixes-and-sevens,2006,annihilator,"
disillusioned, self-confusion
trying to make it through another day
what's it all for, when does it end
there must be another way
woven webs of intricacy
a life of nothing new
no one here to understand
pressure's crushing you
sixes and sevens
disorder battles control
sixes and sevens
crises overflow
aggravation deep frustration
i know what i want to do
motivation is a problem
when it's driven out of you
emotion, commotion's
filling up the brain
direction's null and void
another drink dilutes the pain
sixes and sevens
disorder battles control
sixes and sevens
crises overflow
sinking fast
will it last
at sixes and sevens
pulling through from yesterday
another day is done
determination
self confidence has won
woven webs of intricacy
life is full of stress
that can only hinder
new desire to progress
sixes and sevens
disorder battles control
sixes and sevens
crises overflow
sinking fast
will it last
at sixes and sevens"
annihilator,2006,annihilator,"the storm is coming closer
spreading out, infecting like disease 
all life below, is crushed under the power of machine
annihilator  annihilator
annihilator  annihilator
rumble
lightning rips the sky at night
his power paints the city blood red 
nowhere to run, nowhere to hide
don't look behind cause you're dead
annihilator  annihilator
annihilator  annihilator
you're trapped alone, filled with fear
there's no one to help you
the storm is coming closer
spreading out, infecting like disease 
all life below is crushed under the power of machine
annihilator  annihilator
annihilator  annihilator
rumble"
don-t-bother-me,2006,annihilator,"i woke up this morning
i couldn't get out of bed
i had a couple of drinks last night
i guess it went to my head
i slept through my wake up call
forgot to feed the cat
there's only one thing wrong
i don't know where i'm at
excuse, no use, it doesn't work for me
you've had your chances, don't bother me
tic toc, just look at the clock, your life is passing by
you've had your chances, don't bother me
i've got to get a move on
it's a quarter to ten
i can't find my keys at all
forgot my suit again
i get to work, the boss says ""late""
this happens everyday
once more you've lost your job
i don't care anyway
excuse, no use, it doesn't work for me
you've had your chances, don't bother me
tic toc, just look at the clock, your life is passing by
you've had your chances, don't bother me
one drink is all you're really asking for
but you want more
yesterday i lost my job
it doesn't bother me
i'll do what i want and i'll do it again
you just wait and see
time for a drink and no time to think
with a bottle of rum
well i'm running low and it's time to go
out to get me some
excuse, no use, it doesn't work for me
you've had your chances, don't bother me
tic toc, just look at the clock, your life is passing by
you've had your chances, don't bother me"
knight-jumps-queen,2006,annihilator,"good evening and welcome to a test of the minds
this match begins as our thoughts begin to grind
i send a pawn towards you, a subtle piece of my attack
pondering the next move, i guess you'll never know unless you try
it
knight jumps queen if you know what i mean
anticipation of the final scene
knight jumps queen, so get prepared
for this checkmate has been happily declared
as the knight jumps the queen
you have made selections, a white castle crumbles at your feet
to counter the men in black, your moves must all be elite
a bishop takes a rook and this cuts him down to size
this is no tailor-made situation
i guess i have some real competition for once
knight jumps queen if you know what i mean
anticipation of the final scene
knight jumps queen, so get prepared
for this checkmate has been happily declared
as the knight jumps the queen
hours and hours to a stalemate, this game has come to a close
could it end without a climax between to exhausted foes
night-time's falling on the castle, it's bringing in another day
the concentration was impossible, i never had a doubt i wouldn't
win it from you
knight jumps queen if you know what i mean
anticipation of the final scene
knight jumps queen, so get prepared
for this checkmate has been happily declared
as the knight jumps the queen"
the-box,2006,annihilator,"i am a box, i am a screen
i'm every nightmare, i'm every dream
i am the window over your land
so turn me on, come take my hand
don't push me
i offer you scandal, i offer a wealth
of gratuitous violence, hazardous to your health
i give the vision, of how life should be
i choose your heroes, come follow me
come follow me
it's just a box, it's just a screen
it's only a nightmare, it's only a dream
we give the vision, of how life should be
we choose our own heroes, come follow me"
the-fun-palace,2006,annihilator,"welcome, i invite you off to the other world
you'll have to face this house of no escape
confront the past, in this psychic house of horrors
i lead you up the path you'll take
panic, your conscience lied
trapped inside panic
your ultimate nightmare
welcome to the fun palace
panic, just try to scream
it's only a dream
panic, your ultimate nightmare
welcome to the palace
tonight you'll be tried, i invoke the memories
the guilt to be driven from this unconscious mind
young lives that you've denied, behold their faces
innocence cut to pieces, just look behind
panic, your conscience lied
trapped inside
panic, your ultimate nightmare
welcome to the fun palace
panic, just try to scream
it's only a dream
panic, your ultimate nightmare
welcome to the palace
look at the fun and the games
that you've taken away, confess!
dreams of growing up have been
destroyed because of you!
farewell, i impel you back to your other world
you'll have to face your every sin
take this a painful bounty, representing me
the keeper of the palace and
the secrets held within
panic, your conscience lied
trapped inside panic
your ultimate nightmare
welcome to the fun palace
panic, just try to scream
it's only a dream panic
your ultimate nightmare
welcome to the palace
goodbye, from the fun palace"
downright-dominate,2008,annihilator,"a reign, invincible
sitting right at the top
a domination
something you just can't stop
face the opponent
take 'em down one by one
take no prisoners
game over before it's won
downright dominate
downright dominate
must annihilate
downright dominate
feel the rush
the adrenaline kicking in
resolution
a fight to the death, begin
breathing power
gotta unleash the beast
it's time to devour
and you are the feast
downright dominate
downright dominate
must annihilate
downright dominate, yeah, yeah
downright dominate
downright dominate, no mercy
must annihilate, annihilate
downright dominate, domi-dominate
forcing the action, bring on the attack
everything now in position
showing no mercy, treasure the moment
beating you into submission
resistance is futile, dealing the pain
over and over again
fall to your knees, you can beg if you please
now you are facing the end
beat and conquered
oh, never the end in doubt
defending the crown
the king has cast you out
downright dominate
downright dominate
must annihilate, oh yeah
downright dominate
downright dominate
downright dominate, yeah, yeah
must annihilate, no mercy
downright dominate, dominate"
couple-suicide,2008,annihilator,"we can make it something but both know that there's nothing
it's like couple suicide, it's not going right
we ain't got no feelings, so why don't we stop dreaming
shake it up a little bit to sleep a little better at night
we had to take two steps back, just to make it something
get back the thing that lacked, the fact it's never gonna work out
we had to take two steps back just to make it something
get back the thing that lacked, the fact it's never gonna work out
and i know you know it, too
and we can make it something but both know that there's nothing
it's like couple suicide, it's not going right
we ain't got no feelings, so why don't we stop dreaming
shake it up a little bit to sleep a little better at night
we had to take two steps back, just to make it something
get back the thing that lacked, the fact it's never gonna work out
we had to take two steps back just to make it something

get back the thing that lacked, the fact it's never gonna work out
and i know that you know, too
you know, i know you do, baby
now, what we gonna do about it?
what we gonna do?
when you said goodbye, you can't say i didn't try
to make it all better
something had a hold on me and i couldn't see
but now i can and now i know i'm free
we had to take two steps back, just to make it something
get back the thing that lacked, the fact it's never gonna work out
we had to take two steps back, just to make it something

get back the thing that lacked, the fact it's never gonna work out
we had to take two steps back, just to make it something

get back the thing that lacked, the fact it's never gonna work out
you know i know you do, baby
and the only way to end this thing
is if we drive it six feet underground"
at-least-i-live-as-i-believe,2010,aim-for-the-sunrise,"show us, father.
make the stars fall for us.
show us father.
we'll follow you.
time's running out, and we've been gone for a long time.
we need a sign, bring in the cure.
lost in open water,this is a war, and we can't deny.
just take our hands and follow.
ride the ship, but don't let it sink, i promise, it's not as hard as you may think.
jump on board,, you can take us to the other side of the wall.
we've been caught in between, the venom infected our homes.
these creatures deserves a better place.
this walk can be the last.
in search for answers,we will find the conclusion.
the storm will make them bleed.
it will make em' believe.
so pull yourself together
what we'll do tomorrow is what we'll do forever
and this will be the last time.
show us, father.
make the stars fall for us.
show us father.
we'll follow you.
i will follow you, i will follow you."
tears,2007,from-here-on,"it seems your world is misplaced
in the sadness i see from your body tears a hole in me
is there an answer
it seems so unclear
i can only hope for the best
what is it you're thinking?
i wish there was a way for me to counteract with your thoughts
understand, realize, make comfort with your minds eye
i know so much is going on, but it won't escape your eyes
i only hope for the best
my heart brakes to see the look in your eyes
i need this thorn to leave my side
i wish there was something i could do
i wish only the best for you; my love is always there for you
stay strong
i realize this problem is unavoidable
my actions have no impact
time is not healing the wounds, their tears are painful
what did you do to disserve all this anguish, nothing.
i wish i could make a change, i wish the power was in my hands
i stand by your side"
frontloader,2007,evenfall,"i glanced up at the moon
as a dark brooding cloud
crossed over it
and an old man
knelt before
a burning cross
on this starving midnight
darkness shades the land,
corpses dance
in the glades of gloom
drag me down to
splendid capture
and bury me
in a cold wet place
the ghouls break in
surrounding your bed
the demons
tear you apart...
on this starving midnight
darkness shades the land,
corpses dance
in the glades of gloom
drag me down
to splendid capture
and bury me
in a cold wet place
the right time
that brought out
the beast
in time
drag me down
to splendid capture
and bury me
in a cold wet place
drag me down
to splendid capture
and bury me
in a cold wet place"
evenfall,2007,evenfall,"you have arrived, at last
so long i've been waiting
for you
my cold blood begins
to heat
you have arrived, at last
so long i've been waiting
for you
my cold blood begins
to heat
my deepest dreams to
carry out
daylight reached the end...
daylight reached the end...
you have arrived...
you have arrived at last
so long i've been waiting
for you
my cold blood, my cold blood,
begins to heat, begins to heat...
don't believe that there is
never an end, all your life
drifts before you, you know
your time is close at hand
it's in your dreams
that evil face that brings
you to despair
move in, to the fire
sacrifice is going on
as evenfall strikes the sky"
overcast-sky,2007,evenfall,"i'm walking on your left side
like a shadow in the rain
i look into the mirror
of eternal devastation
pray for the nightfall
you feared
touch the dark
where the silence reigns
for the nightfall
you feared
touch the dark
where the silence reigns
i'm walking on your left side
like a shadow in the rain
i look at the future
without tomorrow
pray for the nightfall
you feared
touch the dark
where the silence reigns
for the nightfall
you feared
touch the dark
where the silence reigns"
cumbersome,2007,evenfall,"you still believe no matter
what you say, no matter
what you see - dark eyes
what you see - midnight chimes
what you see - shadows grim
what you see can never be
look into my mirror
are you the only one
look into my mirror
are you the one
though the years have passed
and chances have slipped away
fill the night with the stench of evil
though the years have passed
and chances have slipped away
fill the night with the stench of evil"
in-absentia-christi,2007,evenfall,"suffering
in the golden cross
upon which the rose of the
soul unfoldeath
you hear a voice
whispering to you,
the sweet breath
fans across your faith
like a cool evening breeze...
come to me... come to me...
like a cool evening breeze...
come to me... come to me...
centuries
pass from one to another
like sands through the glass
i stand amidst the twilight air
centuries
pass from one to another
like sands through the glass
i stand amidst the twilight air
suffering
in the golden cross
upon which the rose of the
soul unfoldeath
you hear a voice
whispering to you,
the sweet breath
fans across your faith
centuries
pass from one to another
like sands through the glass
i stand amidst the twilight air
centuries
pass from one to another
like sands through the glass
i stand amidst the twilight air
i can feel you
i can see you
take my hand...
show me the way to the promised land
i can feel you
i can see you
take my hand...
show me the way to the promised land
centuries
pass from one to another
like sands through the glass
i stand amidst the twilight air"
bullets,2007,assassin,"bullets do represent the war
bullets are not game
bullets are made just to kill
to overcoming enemies
shooting, killing and smashing
that is the bullets idea
you won`t have another chance
to love your life secondly
bullets are killing for no meaning
bullets will bring the death
bullets are killing for no meaning
bullets will bring the death
bullets are made by human hand
bullets are not alive
bullets are thrashing through the place
destructing the rest of our world"
forbidden-reality,2007,assassin,"in the land of myth and tales the forbidden temple lies
hard to reach, hard to find
jungle surround that ancient place
already the last priest is dead, no one alive
it is the secret of the old temple
where no one stepped in for the hundred of years
because of the fears
it is the unknown hidden place
near by the door, broken by storm
an unknown symbol is
it's dark with dust and turned in black
but it shining without light
no reasons for these odd events, is it not true?
we are the living masters of life
who have to behave and have to be brave
so what we are save
we have fences all over the place
we can't tell truth, no clear thinking
does the temple influence us all?
no true exist in front us all
isn't that all possible
try to think and understand about place
of the temple
if it gets destroyed and burned down
we will live again
already the last priest is dead, no one alive
it is the secret of the old temple"
holy-terror,2007,assassin,"depressed by our nation
destruction by their big army
the reality no one sees
because of this we start a terror
for the one goal, we fight for holy terror
that's our aim to win the holy war
come and join us against the government
the win is for sure if we fight for one goal
we stand for all till our death
fight for one goal: holy terror
surrounded by the nation
we try to get us free
and through the execution
we won the right to be
death of the parliamentation
make multivation come
and we will take position in the new government
till end, till end, till end
time has come for celebration
brutal terror start
no hope for living
why had it come through execution
because on this we start a terror
salvation coming widely
only by force to get
people of all classes
fight for holy terror"
the-climb,2007,drakkar,"
fingers turning red, cold freezing my breath
never looking down only straight ahead
winds are blowing all around
get a grip or you'll fall down
holding tight to the rock
and you know you cannot stop
ghosts are dancing now, right before my eyes
howling in the wind, messing up my mind
i see i must close my eyes
climbing as if i was blind
holding tight to the rock
and i know i can't... stop
winds are blowing even stronger than before
but i don't feel i'm endangered anymore

it is hard to climb but now i know
i can do it if i want

will i ever see the top of the cliff ?
now the strength is abandoning me i am alone
cold is passing like a knife right through me
i will climb until i'm there, i will go to the peak

"
welcome-on-board-intro,2007,drakkar,"welcome aboard the drakkar and sail with us
here you will hear the tales from so many worlds
free the mind and the spirit to fly away
heroes waiting for you just to join 'em now!"
lo-shan-shen-long-pa,2007,drakkar,"
here on these mountains i have found my destiny
my training's over now, after many years
the wisdom of the ancients will be guiding me
the spirit and greatness will forever live

am i worthy for this legacy?
will i live up to it?

feel the power and the might
of the dragon of the east
rising from the waterfalls
evil ones you must beware
of the power of the shield
and the mighty dragon fist
the knight of libra taught me everything i need
not to betray his lesson, this is up to me
the mighty dragon's cloth now is mine by right
burns all the power of the stars i have inside!


instead of falling the water will rise
this is the power in me
forces of nature i know and command
as long as my heart is clean
i'll fight for justice all over the world
this is the promise i make
follow the dragon, follow the light
it is calling my name
"
dragonship,2007,drakkar,"
all around i hear the crackling of broken ice
vision is not clear because of fading light
frost in the air, but my heart is warm
something burning levitates, rising from the lake
by two great wings it will fly in the skies
dragonhead on the bow, with two shinin' eyes
""welcome on board"", i hear in my head
tho' nobody' speaking now, i can hear it loud

i feel the power growing inside of me
everywhere i want to go
drakkar does, drakkar knows

dragonship spreading the wings
bring me tonight, into the fight
dragonship riding the wind
the reign of death, we'll make it end
dragonship

i am the spirit of the last dragon
i live inside this ship
i've been waiting for centuries
for a pure of heart
my honour's to serve you
to do as you command
my fate is to help you
in a mission so hard
we've finally reached the castle now
dispel the magic, it won't keep me out
cold flames erupt, from the drakkar's jaws
and the shield is melted down, blue flames all around

"
under-the-armor,2007,drakkar,"see him shining red and gold, rocket boots to make him fly
to defend the innocents dedicates his life
evil ones all around, till he crush 'em to the ground
an avenger made of steel, he's the iron man

he's invincible
man-machine for war

under the armor you know there's a man
his greatest weapon his brain
fightin' with weapons he did by himself
no one can stand in his way
he can be invisible, he has got repulsor rays
honorable, strong and brave, technologic knight
without fear he always fights for the justice and the peace
armored and dangerous, he's the iron man


see him shining red and gold, once again he flies around
he's in search of criminals, nowhere they can hide
hearing his metallic voice, they will sweat and tremble with fear
knowing they cannot escape from the iron man

"
divide,2014,divot,"i saw both sides of the war,
so lies won't cover
the sword's divide.
and you can try to cut
from all your ties and run,
but it's where you are.
it's beneath the skin,
and it's a part of you.
the faith is all to feed the noose,
but you can't hide from what's so deep
inside of you.
oh god it feels so right
to refuse and deny your abuse.
it's all inside of you.
and you can try to run,
but it's where you are."
succubus,2014,divot,"sleep with the one with shark teeth
and take the bite.
i saw the fin circle your boat
and i told you
you're all alone.
she's so ethereal, but only
if you're on a leash.
blindfolded by manipulation.
it's over.
you're all alone.
i don't know if i can take it.
just face it.
you're all alone."
downer,2014,divot,"i feel like i'm a sin
with another twist to hold within.
the downer
will sit cold in regret.
follow me down.
i can barely hear the sun 'cause i'm so alone.
i'll break before i bend.
i am flirting with these faces made of lead.
closing in."
bleeding-blades,2009,blind-witness,"the first incision is made
the knives start to tear your skin
the blood drips at the end of the blade and you can not go back
why don't you love yourself?
your infinite beauty disappears
you will never really see yourself in the mirror
until you see yourself in someone elses eyes"
late-confessions,2013,dreamshade,"we all know that
time is the worst enemy of men
runs fast and never comes back
and even though we think to be free
there is no way out
we're all prisoners of it
so one last time, stay by my side
between the sea and the stars
read through the scars in my mind
and you'll see the beauty of life again
leaf through the pages of my heart
and you'll see the way i got these scars
i know it's useless to speak my mind at this point
but there must be a way, to get rid of this weight
i am just trying to understand what the past tastes like
what is right, what is wrong
what is worth and what is not
sometimes i wish i could have had more time
to makes things clear, to explain how i felt
the time we wasted left it's mark on me
that no one will ever erase...
leaf through the pages of my heart
and you'll see the way i got this
leaf through the pages of my heart
and you'll see the way i got these scars
so one last time, stay by my side
between the sea and the stars
read through the scars in my mind
and you'll see the beauty of life again
i am just trying to understand what the past tastes like
what is right, what is wrong
what is worth and what is not
sometimes i wish i could have had more time
to makes things clear, to explain how i felt
the time we wasted left it's mark on me
that no one will ever erase..."
our-flame,2013,dreamshade,"let's leave sympathy apart for once
just save me from it all
i hear your whispers
such a pleasant sound
while all my wishes
are spreading around
please give me another chance
take me back
i won't ruin it all again
let's leave sympathy apart for once
just save me from it all
for i still bear hope in my heart
and don't want to feel agony again...
let's leave sympathy apart for once
just save me from it all
for i still bear hope in my heart
and don't want to feel agony again"
autumn-leaves,2016,dreamshade,"walking these streets all alone. i'm on my way home.
i wish i didn't have the time to wonder.
what if i spoke my mind? how would i feel now?
two broken hearts are worse than one.
how can you stand this silence?
i've seen your saddened smile...
and everytime i thought of you i used to sing these lines.
your eyes, they look like diamonds.
the thrill goes down my spine.
this constant fear of losing you is something i can't deny.
you know... two broken hearts are worse than one.
autumn leaves are falling softly,
lost into the wind.
will we ever reach that light?
i need to change my plan. that's all in my head.
now i need to conquer my fears
before they take me far from here,
far from the truth that illuminates this dark side of me.
everyday i run away searching for an answer that only i can give myself.
break the silence and the chains that keep you stuck here now
find a way somehow and...
break the silence and the chains that keep you stuck here now.
find a way. just find a way!
autumn leaves are falling softly,
lost into the wind.
will we ever reach that light?
i need to change my plan. that's all in my head."
the-world-in-my-hands,2016,dreamshade,"oh no!
i'm not ok.
i feel out of place
and i can't control all these feelings
and all my thoughts.
how to clear my mind get to realize
that there is something more outside?
tonight i'm feeling like the world is in my hands
there so much more i want to see
and i can't wait to give the best of me!
i've been so blind,
i gave up a thousand times.
now it's all clear
i face my fears
being myself has never felt so right
all we need is just a spark to ignite.
tonight i'm feeling like the world is in my hands
there so much more i want to see
and i can't wait to give the best of me!
we are the solution and we will forever be.
tonight i'm feeling like the world is in my hands
there so much more i want to see
i'll give the best of me!
tonight i'm feeling like the all world is in my hands
and i'm not scared of nothing anymore
the world is in my hands
the world is in our hands"
where-my-heart-belongs,2016,dreamshade,"we never miss a thing until it is all gone.
this song is all i've left,
it takes me back to you.
missing the place i always loved
so maybe my choice was wrong.
missing the days when i felt strong
so here i'm done.
let me go.
it has been far too long.
now i know i'm coming home,
where my heart belongs.
i can't believe it's real.
i never thought i could make it
but after all these years
i'm coming back to you.
missing the place i always loved
so maybe my choice was wrong.
missing the days when i felt strong
so here i'm done.
let me go.
it has been far too long.
now i know i'm coming home
where my heart belongs.
let me go.
it has been far too long.
now i know i'm coming home
where my heart belongs.
missing the place where i felt loved.
i'm back where my heart belongs.
missing the days when i felt strong.
i'm back where my heart belongs."
father,2016,dreamshade,"i took my time to reflect upon life,
realizing how much you mean to me.
look through these sparkling eyes.
can't you see your sacrifice?
what would i do if it wasn't for you?
every moment lasts like years
in the shades of yesterday.
wipe your tears away
oh father, father...
always gave the best of you
and taught me all i know.
just stay here, stay with me.
father, oh father
...and i'd be so lost without you.
one day i swear i'll pay you back.
i was never able to show you my love.
take my hand and walk with me through my darkest nights.
i'm just so scared of what life holds
but you're always by my side.
what would i do if it wasn't for you?
every moment lasts like years
in the shades of yesterday.
wipe your tears away
oh father, father...
always gave the best of you
and taught me all i know.
just stay here, stay with me.
father, oh father"
oceantides,2016,dreamshade,"another sunset falls
awaiting your return.
i wish upon a star,
for what it's worth.
the sea can't wash away a brother's love.
i've got so much to say to you.
waiting for all this time 
enlightened by a starry sky.
staring at ocean tides i think of you.
even though you're away you're still there for me
and i just wonder when you will be back again.
the sea can't wash away a brother's love.
i've still so much to say on my mind.
the distance between us
ain't going to tear us apart
and from the start i've been here
i've been here
waiting for all this time 
enlightened by a starry sky.
staring at ocean tides i think of you.
waiting for all this time. 
enlightened by a starry sky.
staring at ocean tides."
another-me-another-you,2016,dreamshade,"sinking in my bed,
staring at the ceiling while i try to sleep.
the voices in my head are telling me the meaning of the secrets you keep.
i can't forget the words you said,
they're stuck inside my head.
i'm living a lie.
i thought i knew everything about you
but this is something new.
i didn't expect it.
i thought i knew all about myself.
this is how it ends here.
another me. another you.
never felt so weak.
haunted by the feelings and the memories.
how could you let me down like this?

i can't forget the words you said,
they're stuck inside my head.
i'm living a lie.
i thought i knew everything about you
but this is something new.
i didn't expect it.
i thought i knew all about myself.
this is how it ends here.
another me. another you.
i might be blind but my heart can see.
this situation doesn't work for me.
i might be deaf but my heart can hear.
i guess that something's got to give.
i thought i knew everything about you
but this is something new.
i didn't expect it.
i thought i knew all about myself.
this is how it ends here.
another me. another you."
eternal,2011,dreamshade,"here, me and you, on the roof of this world
where all the pain seems so far and noise sounds like distant echoes
watching the world change its course
like fellas in the carnage of a retreat
we are here, hand in hand, with sparkling eyes and hearts full of hope
we are here, in the reign of serenity
we grew up in the sandiest storms, redefining our dreams
we rest here on the roof of the earth enjoying this eternal moment
as long as we'll be together, we'll be unbreakable, invincible, immortal
together we'll never surrender: united as one
watching the world change its course
like fellas in the carnage of a retreat
and we are here
we grew up in the sandiest storms redefining our dreams
we rest here on the roof of the earth enjoying this eternal moment
i've changed my life for you, i've lost my hope,
i've broken hearts so hard, i'll never let you go
eyes are crying, voices are screaming but i am still here with you"
